Date,Voucher,Party,Product,Qty,Rate
1/8/2017,3816,SPM PROVISION-DAKKI,BLACK DOG-350ML,100,26
1/8/2017,3838,TP13,30*50 LINER,45,155
1/8/2017,3839,TP13,APPLE 300ML,100,28.5
1/8/2017,3840,TP13,APPLE 300ML,300,28.5
1/8/2017,3841,TP13,RUBBER,5,320
1/8/2017,3841,TP13,PP,5,135
1/8/2017,3841,TP13,90ML RANGEELA,140,15
1/8/2017,3841,TP13,LITE FOAM(1200),1,1620
1/8/2017,3841,TP13,5*6 TRISUL,50,19
1/8/2017,3841,TP13,APPLE WINE,110,23.5
1/8/2017,3841,TP13,PP,5,135
1/8/2017,3841,TP13,30*50 LINER,20,155
1/8/2017,3841,TP13,5*6 POLY,230,20
1/8/2017,3841,TP13,CYCLE-10*12(100)-BL,100,6
1/9/2017,4681,PAPARAO,APPLE WINE,50,24
1/9/2017,4682,SUNDHA PLASTICS,LITE FOAM(1200),15,1680
1/9/2017,4682,SUNDHA PLASTICS,"10"" CLASSIFOAM-1200",2,1440
1/9/2017,4682,SUNDHA PLASTICS,"9""CLASSIFOAM(1500)",3,1650
1/9/2017,4682,SUNDHA PLASTICS,DONA-1100,4,1980
1/9/2017,4683,SVR,12GREEN BUFFET,1000,1.4
1/9/2017,4683,SVR,APPLE WINE,100,24
1/9/2017,4683,SVR,CLASSIC 250ML,100,24.5
1/9/2017,4683,SVR,DURGA 10*12 BLUE,800,5.5
1/9/2017,4683,SVR,DURGA 13*16 BLUE,200,11
1/9/2017,4683,SVR,BEER COVER,25,85
1/9/2017,4683,SVR,13*16 BLACK RK,500,16.5
1/9/2017,4684,BASHA-PDKR,CLASSIC 250ML(100),80,30
1/9/2017,4684,BASHA-PDKR,APPLE WATER,100,22
1/9/2017,4684,BASHA-PDKR,APPLE WINE,100,24
1/9/2017,4684,BASHA-PDKR,BLACK DOG-350ML,100,26
1/9/2017,4684,BASHA-PDKR,PAPER TEA 80ML LONG,120,31.5
1/9/2017,4684,BASHA-PDKR,CYCLE 10*12 BK KG,25,80
1/9/2017,4684,BASHA-PDKR,CYCLE 13*16 BK KG,25,80
1/9/2017,4684,BASHA-PDKR,CYCLE 16*20 BK-KG,25,80
1/9/2017,4684,BASHA-PDKR,10*12 KRISHNA-BK(10,450,8
1/9/2017,4685,BSM-MTKR,10*10 SIVA SHEET,5,140
1/9/2017,4685,BSM-MTKR,TIRUMALA-50(13*16),100,14
1/9/2017,4685,BSM-MTKR,NO-1,2,150
1/9/2017,4685,BSM-MTKR,NO-2,2,150
1/9/2017,4685,BSM-MTKR,N0-5,1,150
1/9/2017,4685,BSM-MTKR,NO-0,1,150
1/9/2017,4685,BSM-MTKR,NO-00,1,150
1/9/2017,4685,BSM-MTKR,GOLD LEAF SITTING,2,700
1/9/2017,4685,BSM-MTKR,HIGH COUNT 16*20 BL,2,160
1/9/2017,4685,BSM-MTKR,ZEND-1ST,2,90
1/9/2017,4685,BSM-MTKR,DHARAM 1KG,2,110
1/9/2017,4686,VENKATASETTY-PDKR,10*10 SIVA SHEET,25,138
1/9/2017,4686,VENKATASETTY-PDKR,TIRUMALA-50(13*16),200,14
1/9/2017,4686,VENKATASETTY-PDKR,CYCLE-BLU-10*12,360,7
1/9/2017,4686,VENKATASETTY-PDKR,CYCLE-BLU-10*12,40,7
1/9/2017,4686,VENKATASETTY-PDKR,13*16 BK(100)KRISHN,200,16.5
1/9/2017,4686,VENKATASETTY-PDKR,13*16 WHITE RK,100,16
1/9/2017,4686,VENKATASETTY-PDKR,10*12 RK,100,8.5
1/9/2017,4686,VENKATASETTY-PDKR,PAPER TEA,30,20
1/9/2017,4686,VENKATASETTY-PDKR,ROBO 10*12,100,4.7
1/9/2017,4686,VENKATASETTY-PDKR,BULLET 10*12,100,4.3
1/9/2017,4687,DHANALAKSHMI PROVIS,TIRUMALA-50(13*16),200,14
1/9/2017,4687,DHANALAKSHMI PROVIS,GANESH 16*20,10,44
1/9/2017,4687,DHANALAKSHMI PROVIS,N0-5,2,145
1/9/2017,4687,DHANALAKSHMI PROVIS,4*5 MEET,10,16
1/9/2017,4688,BSR,4*5 MEET,278,15
1/9/2017,4688,BSR,GOLD LEAF SITTING,6,680
1/9/2017,4688,BSR,5 RS RUBBER SHEET,1,180
1/9/2017,4688,BSR,RUBBER,3,320
1/9/2017,4688,BSR,CYCLE 10*12 BK KG,25,80
1/9/2017,4688,BSR,CYCLE 13*16 BK KG,25,80
1/9/2017,4688,BSR,CYCLE-BLU-10*12,360,7
1/9/2017,4688,BSR,CYCLE-BLU-10*12,40,7
1/9/2017,4688,BSR,"PINK PLATES-7""",120,7.5
1/9/2017,4689,TANEER MASTANIAH,10*10 MORE,25,137
1/9/2017,4689,TANEER MASTANIAH,LOOSE KIRANA,9,145
1/9/2017,4689,TANEER MASTANIAH,TIRUMALA-50(16*20),40,26
1/9/2017,4690,NAGESWARAO,TIFFIN PLATENO-10 S,45,20
1/9/2017,4690,NAGESWARAO,10*10 MORE,10,138
1/9/2017,4690,NAGESWARAO,5*6 ANKIT(20MIC),10,22
1/9/2017,4690,NAGESWARAO,4*5 ANKITA,10,17
1/9/2017,4690,NAGESWARAO,10*12 RK,100,8.6
1/9/2017,4691,SB.ENTERPRISES,CLASSIC 300ML,300,26
1/9/2017,4691,SB.ENTERPRISES,APPLE WINE,200,24
1/9/2017,4691,SB.ENTERPRISES,SMARTBOUL GLA(4000),1,1680
1/9/2017,4691,SB.ENTERPRISES,10*12 SARAS-BK,600,8
1/9/2017,4691,SB.ENTERPRISES,"TIFFIN PLATES-9""",100,15
1/9/2017,4691,SB.ENTERPRISES,APPLE 300ML,100,28.5
1/9/2017,4691,SB.ENTERPRISES,APPLE WATER,200,22
1/9/2017,4692,RAMARAO,SILV--250ML-LOOSE,500,1.3
1/9/2017,4692,RAMARAO,SILV-750ML-LOOSE,300,2.5
1/9/2017,4692,RAMARAO,4*5 MEET,30,15
1/9/2017,4692,RAMARAO,5*6 JANATHA POLY,20,33
1/9/2017,4692,RAMARAO,SILVER POUCH 6*8,20,40
1/9/2017,4692,RAMARAO,"TIFFIN PLATES-9""",20,16
1/9/2017,4692,RAMARAO,TIRML-BL-KG-13*16,5,120
1/9/2017,4692,RAMARAO,NO-00,1,150
1/9/2017,4692,RAMARAO,NO-1,1,150
1/9/2017,4692,RAMARAO,NO-2,1,150
1/9/2017,4693,SATYAM-K,PP 3*3,19,145
1/9/2017,4693,SATYAM-K,PP (+) 3.5*3.5,10,145
1/9/2017,4693,SATYAM-K,PP 2.5*2.5,5,150
1/9/2017,4704,KPR,CYCLE-10*12(100)-BL,800,5.8
1/9/2017,4705,SVP-BUCHHI,SMITH 4*5 POLY,312,12.5
1/9/2017,4705,SVP-BUCHHI,SMITH 4*5 POLY,10,12.5
1/9/2017,4705,SVP-BUCHHI,CYCLE-10*12(100)-BL,800,6.1
1/9/2017,4705,SVP-BUCHHI,CYCLE-10*12(100)-BL,20,6.1
1/9/2017,4710,TPP,PREMIUM 13*16 BLUE,650,10.5
1/9/2017,4711,K.SRIHARI,BLACK DOG-350ML,100,26
1/9/2017,4711,K.SRIHARI,8*11 STAR-DCUT,35,103
1/9/2017,4715,NIRANJAN-SANGAM,VISHNU 300ML,100,28.5
1/9/2017,4715,NIRANJAN-SANGAM,APPLE WINE,100,24
1/9/2017,4716,SAIFANCY,10*12 KRISHNA-BK(10,450,8.5
1/9/2017,4717,K.VENUGOPAL-RAPUR,TIRUMALA-50(13*16),200,14
1/9/2017,4717,K.VENUGOPAL-RAPUR,NO-0,1,145
1/9/2017,4717,K.VENUGOPAL-RAPUR,NO-00,1,145
1/9/2017,4717,K.VENUGOPAL-RAPUR,NO-1,1,145
1/9/2017,4718,JANANI PLASTICS-VGI,PP +(6*7),5,135
1/9/2017,4718,JANANI PLASTICS-VGI,PP +(9*11),5,135
1/9/2017,4718,JANANI PLASTICS-VGI,PP +(8*10),5,135
1/9/2017,4718,JANANI PLASTICS-VGI,PP 8*9+,5,135
1/9/2017,4718,JANANI PLASTICS-VGI,PP 9*12 +,5,135
1/9/2017,4718,JANANI PLASTICS-VGI,10*12 SARAS-BK,300,8.3
1/9/2017,4718,JANANI PLASTICS-VGI,NO-0,5,143
1/9/2017,4718,JANANI PLASTICS-VGI,NO-00,5,143
1/9/2017,4718,JANANI PLASTICS-VGI,N0-5,5,143
1/9/2017,4719,VENKATESWARA GENERA,CYCLE-BK-10*12,360,7
1/9/2017,4719,VENKATESWARA GENERA,CYCLE-BK-10*12,40,7
1/9/2017,4719,VENKATESWARA GENERA,CYCLE-BK-13*16,250,13
1/9/2017,4719,VENKATESWARA GENERA,TIRUMALA-50(16*20),120,26
1/9/2017,4719,VENKATESWARA GENERA,APPLE WINE,100,24
1/9/2017,4720,VLP,ROBO 10*12,400,4.6
1/9/2017,4987,TP13,VISHNU 250ML,100,29
1/9/2017,4987,TP13,TIRUMALA LEAF(9),9,350
1/9/2017,4987,TP13,BEER COVER,25,83
1/9/2017,4987,TP13,SILV-CONT-750ML(100,1,2450
1/9/2017,4987,TP13,DURGA 13*16 BLUE,400,10.5
1/9/2017,4987,TP13,12*18 STAR-CUT,35,92
1/9/2017,4987,TP13,NO-0,25,142
1/9/2017,4987,TP13,DURGA 10*12 BLUE,1600,5.5
1/9/2017,4987,TP13,10*12 SARAS-NAT,900,8
1/9/2017,4987,TP13,TIRML-BL-KG-10*12,25,115
1/9/2017,4987,TP13,4*5 TRISUL,300,13
1/9/2017,4987,TP13,TOOTH PICS,10,108
1/9/2017,4987,TP13,RUBBER,5,300
1/9/2017,4987,TP13,VISHNU 350ML,100,29
1/9/2017,4987,TP13,DONA-VAI-9100,1,1700
1/9/2017,4987,TP13,PP,5,135
1/9/2017,4987,TP13,CYCLE-BK-13*16,100,12
1/9/2017,4987,TP13,VISHNU 350ML,30,29
1/9/2017,4987,TP13,10*10 TIGER,70,132
1/9/2017,4988,PENCHALAYYA-K,APPLE 300ML,100,28.5
1/9/2017,4988,PENCHALAYYA-K,VISHNU ICE,10,18
1/9/2017,4988,PENCHALAYYA-K,DONA -LOOSE,20,19
1/9/2017,4988,PENCHALAYYA-K,THEROCOL PLATES LOO,400,1.4
1/9/2017,4989,TP13,APPLE WINE,100,23.5
1/9/2017,4989,TP13,CLASSIC 250ML,100,24
1/9/2017,4990,S.RAMMOHAN-NELLORE,GANESH 16*20,10,40
1/9/2017,4990,S.RAMMOHAN-NELLORE,DONA-VAI-9100,1,1690
1/11/2017,6272,SB.ENTERPRISES,13*16 BK(100)KRISHN,400,17
1/11/2017,6272,SB.ENTERPRISES,10*12 KRISHNA-BK(10,400,8.5
1/11/2017,6273,BSCPL INFRASTRUCTUR,GARUDA 13*16 BLUE,550,14
1/11/2017,6273,BSCPL INFRASTRUCTUR,TIFFIN PLATENO-10,500,19
1/11/2017,6273,BSCPL INFRASTRUCTUR,GST AMOUNT,1,3096
1/11/2017,6274,ABC,SILVER POUCH 9*12,20,95
1/11/2017,6274,ABC,SILVER POUCH 8*10,20,70
1/11/2017,6274,ABC,SILVER POUCH 7*9,20,55
1/11/2017,6274,ABC,GARUDA 13*16 BLUE,100,13
1/11/2017,6274,ABC,10*10 TEJA,25,125
1/11/2017,6274,ABC,13*16 BK KRISHNA,100,14
1/11/2017,6275,BADRI.K-KOVUR,NIFTY 10*12 PINK,100,5.8
1/11/2017,6276,KALLASUDHAKAR,10*10 TEJA,10,123
1/11/2017,6276,KALLASUDHAKAR,12*12 PGS,5,110
1/11/2017,6276,KALLASUDHAKAR,4*5 MEET,10,16
1/11/2017,6276,KALLASUDHAKAR,CYCLE-BLU-10*12,50,7
1/11/2017,6276,KALLASUDHAKAR,TIRUMALA-50(16*20),10,26
1/11/2017,6276,KALLASUDHAKAR,SILVER POUCH 6*8,5,40
1/11/2017,6276,KALLASUDHAKAR,NO-1,1,145
1/11/2017,6276,KALLASUDHAKAR,10*12 SARAS-BK,50,8.4
1/11/2017,6276,KALLASUDHAKAR,13*16 BK KRISHNA,20,14
1/11/2017,6277,Y.SIDHYYA-TALUPURU,CLASSIC 300ML,70,26
1/11/2017,6277,Y.SIDHYYA-TALUPURU,BLACK DOG-350ML,30,26
1/11/2017,6277,Y.SIDHYYA-TALUPURU,TIFFIN PLATENO-10 S,30,20
1/11/2017,6277,Y.SIDHYYA-TALUPURU,"PINK PLATES-7""",40,8
1/11/2017,6277,Y.SIDHYYA-TALUPURU,TIFFIN PLATES NO-8,20,14
1/11/2017,6277,Y.SIDHYYA-TALUPURU,CYCLE-BLU-13*16,30,12.5
1/11/2017,6277,Y.SIDHYYA-TALUPURU,CYCLE-BK-10*12,50,7
1/11/2017,6277,Y.SIDHYYA-TALUPURU,CYCLE-BLU-10*12,50,7
1/11/2017,6278,JAGADEESH-GDR,PAPER TEA,120,30
1/11/2017,6278,JAGADEESH-GDR,100LEAF -SP,1,580
1/11/2017,6278,JAGADEESH-GDR,SILVER POUCH 7*9,40,55
1/11/2017,6278,JAGADEESH-GDR,SILVER POUCH 9*12,30,90
1/11/2017,6278,JAGADEESH-GDR,BIG M.W SPOON,10,16
1/11/2017,6279,SVSGS,14 GREEN,1000,1.62
1/11/2017,6280,BSM-VGIRI,BLACK DOG-350ML,100,26
1/11/2017,6280,BSM-VGIRI,14 GREEN,1000,1.6
1/11/2017,6281,CH.REDDY,5*6 ANKIT(20MIC),630,20
1/11/2017,6282,KPR,CYCLE-10*12(100)-BL,1200,6
1/11/2017,6283,RH PROVISIONS-ATMAK,GARUDA 13*16 BLUE,300,13
1/11/2017,6283,RH PROVISIONS-ATMAK,TIRUMALA-50(16*20),120,26
1/11/2017,6284,SMS,"PINK PLATE-10""",300,9.5
1/11/2017,6285,JANANI PLASTICS-VGI,10*10 SHEET,25,138
1/11/2017,6285,JANANI PLASTICS-VGI,10*10 TEJA,25,125
1/11/2017,6285,JANANI PLASTICS-VGI,250 ML PLASTIC BOUL,400,3
1/11/2017,6285,JANANI PLASTICS-VGI,500ML PLASTIC BOULS,400,3.65
1/11/2017,6285,JANANI PLASTICS-VGI,750ML CONTAINER,100,7
1/11/2017,6285,JANANI PLASTICS-VGI,PP +(8*10),5,135
1/11/2017,6285,JANANI PLASTICS-VGI,PP +(10*14),5,135
1/11/2017,6285,JANANI PLASTICS-VGI,PP + 7*10,5,135
1/11/2017,6285,JANANI PLASTICS-VGI,PP 9*11,5,135
1/11/2017,6285,JANANI PLASTICS-VGI,PP +7*8,5,135
1/11/2017,6285,JANANI PLASTICS-VGI,PP 7*8,5,135
1/11/2017,6285,JANANI PLASTICS-VGI,NO-00,5,145
1/11/2017,6285,JANANI PLASTICS-VGI,VISHNU ICE,100,17.5
1/11/2017,6285,JANANI PLASTICS-VGI,TIRUMALA-50(17*23),30,35
1/11/2017,6285,JANANI PLASTICS-VGI,PP 3*3,5,146
1/11/2017,6286,AVS-NPT,PP,50,142
1/11/2017,6286,AVS-NPT,1000ML CONTAINER,600,7.8
1/11/2017,6287,MADHU CHEJARLA,CYCLE-BLU-10*12,400,6.5
1/11/2017,6288,RVRR,14 GREEN,1000,1.65
1/11/2017,6288,RVRR,10*10 TEJA,25,125
1/11/2017,6288,RVRR,BIG M.W SPOON,20,16
1/11/2017,6288,RVRR,N0-5,3,145
1/11/2017,6288,RVRR,4*5 MEET,40,16
1/11/2017,6288,RVRR,"PINK PLATES 8""",40,9
1/11/2017,6288,RVRR,TIFFIN PLATES NO-7,30,12
1/11/2017,6289,KHAN AND KHAN PLAST,BLACK DOG-350ML,100,25
1/11/2017,6357,TP13,APPLE WATER,100,21.5
1/11/2017,6357,TP13,6*9 100 PCS,10,45
1/11/2017,6357,TP13,7*10 100 PCS,10,55
1/11/2017,6357,TP13,10*12 SARAS-BK,300,8
1/11/2017,6357,TP13,DURGA 13*16 BLUE,200,10.5
1/11/2017,6357,TP13,PREMIUM 13*16 BLUE,50,10.5
1/11/2017,6357,TP13,VISHNU ICE,100,17
1/11/2017,6357,TP13,CLASSIC 300ML,30,25
1/11/2017,6357,TP13,PP,20,140
1/11/2017,6357,TP13,LOOSE ITEMS,50,1.8
1/11/2017,6357,TP13,5*6 ANKIT(20MIC),210,20.5
1/11/2017,6357,TP13,4*5 MEET,278,14
1/12/2017,7091,TANEER MASTANIAH,10*12 SARAS-NAT,300,8.3
1/12/2017,7091,TANEER MASTANIAH,APPLE WATER,100,22
1/12/2017,7091,TANEER MASTANIAH,APPLE WINE,100,24
1/12/2017,7092,RAJASEKHAR-PMR,PP (+) 3.5*3.5,20,147
1/12/2017,7092,RAJASEKHAR-PMR,PP 3*3,7,147
1/12/2017,7092,RAJASEKHAR-PMR,PRINTING COVER-50GR,5,165
1/12/2017,7092,RAJASEKHAR-PMR,PP,20,142
1/12/2017,7092,RAJASEKHAR-PMR,PRINTING PP 250GRAM,3,165
1/12/2017,7092,RAJASEKHAR-PMR,PP 2.5*2.5,3,155
1/12/2017,7092,RAJASEKHAR-PMR,PP 4*4,5,145
1/12/2017,7093,KKAR-SPT,CYCLE-BLU-10*12,360,7
1/12/2017,7093,KKAR-SPT,CYCLE-BLU-10*12,40,7
1/12/2017,7093,KKAR-SPT,CYCLE-BLU-13*16,250,12.5
1/12/2017,7093,KKAR-SPT,CYCLE-BLU-13*16,10,12.5
1/12/2017,7094,PENCHALAYYA-K,TIRUMALA-50B(10*12),400,7.2
1/12/2017,7094,PENCHALAYYA-K,TIRUMALA-50(13*16),200,14
1/12/2017,7094,PENCHALAYYA-K,TIRML-BL-KG-16*20,2,120
1/12/2017,7095,KRISHNA AYYAPAGUDI,MILAN 4*5 POLY,300,12
1/12/2017,7096,BSR,APPLE WINE,100,24
1/12/2017,7096,BSR,13*16 WHITE RK,300,16
1/12/2017,7096,BSR,13*16 BK(100)KRISHN,200,16.5
1/12/2017,7096,BSR,10*12 KRISHNA-BK(10,400,8.3
1/12/2017,7096,BSR,TIRML-BL-KG-13*16,25,120
1/12/2017,7096,BSR,TIRML-BL-KG-16*20,25,120
1/12/2017,7096,BSR,TIRUMALA-50(16*20),120,26
1/12/2017,7097,BSM-MTKR,PAPER TEA,150,19
1/12/2017,7098,HAMPI FOODS,"SEVANA 10""",1,1800
1/12/2017,7098,HAMPI FOODS,GST AMOUNT,1,324
1/12/2017,7099,NANDAKUMAR-NELLORE,PAPER TEA-100ML,85,34
1/12/2017,7100,LAKSHMISAI FANCY-KO,APPLE 300ML,100,28.5
1/12/2017,7100,LAKSHMISAI FANCY-KO,APPLE WATER,100,22
1/12/2017,7101,M.BHASKER,TIRUMALA LEAF(9),5,370
1/12/2017,7101,M.BHASKER,TIRUMALA-50(16*20),120,26
1/12/2017,7101,M.BHASKER,TIRUMALA-50(13*16),100,14
1/12/2017,7101,M.BHASKER,10*10 SIVA SHEET,10,140
1/12/2017,7101,M.BHASKER,LOOSE KIRANA,12,145
1/12/2017,7101,M.BHASKER,100LEAF -SP,1,590
1/12/2017,7101,M.BHASKER,20 *26 BLUE,10,60
1/12/2017,7102,RAJASURESH,PAPER TEA,150,19
1/12/2017,7102,RAJASURESH,PAPER TEA-65ML,200,18
1/12/2017,7102,RAJASURESH,VISHNU 300ML,100,26
1/12/2017,7102,RAJASURESH,14 GREEN,40,36.25
1/12/2017,7102,RAJASURESH,TIFFIN PLATENO-10,50,18
1/12/2017,7102,RAJASURESH,ROLLS,20,16
1/12/2017,7102,RAJASURESH,PRINTING COVER 100G,2,170
1/12/2017,7102,RAJASURESH,NO-1,3,143
1/12/2017,7102,RAJASURESH,TIRUMALA-50(16*20),120,26
1/12/2017,7102,RAJASURESH,CYCLE-BLU-13*16,250,12.5
1/12/2017,7102,RAJASURESH,TIFFIN PLATES NO-7,30,12
1/12/2017,7103,VENKATASETTY-PDKR,PAPER TEA 80ML LONG,120,30
1/12/2017,7104,SRINU,APPLE WINE,200,24
1/12/2017,7104,SRINU,APPLE 300ML,200,28
1/12/2017,7104,SRINU,SAGAR 80ML,200,12
1/12/2017,7105,SVS-ALR,14 GREEN,40,35.5
1/12/2017,7106,SVP-BUCHHI,NO-0,10,142
1/12/2017,7106,SVP-BUCHHI,NO-1,15,142
1/12/2017,7106,SVP-BUCHHI,NO-2,10,142
1/12/2017,7106,SVP-BUCHHI,PRESSING COVER-2*3,50,8
1/12/2017,7106,SVP-BUCHHI,PRESSING COVER 3*4,50,15
1/12/2017,7106,SVP-BUCHHI,BULLET 10*12,1600,4.1
1/12/2017,7106,SVP-BUCHHI,10*12 SARAS-NAT,1500,8.1
1/12/2017,7106,SVP-BUCHHI,10*12 SARAS-NAT,100,8.1
1/12/2017,7107,K.SRIHARI,CHANDRA 75ML TEA,190,12
1/12/2017,7107,K.SRIHARI,APPLE 300ML,200,28
1/12/2017,7108,MSR,PAPER TEA -100ML TA,100,30
1/12/2017,7109,DSP-SEKHAR,10*10 RADHA KRISHNA,50,98
1/12/2017,7109,DSP-SEKHAR,SILVER PLATE 6,500,3
1/12/2017,7109,DSP-SEKHAR,ROLLS 1/2 AND 1/2,60,50
1/12/2017,7109,DSP-SEKHAR,SMARTBOUL-CLAS(40),2,1840
1/12/2017,7109,DSP-SEKHAR,5*6 TRISUL,200,18.5
1/12/2017,7110,TANEER MASTANIAH,14 GREEN,40,35.5
1/12/2017,7112,AVS-NPT,PP+(8*12),20,145
1/12/2017,7112,AVS-NPT,PP +(9*11),20,145
1/12/2017,7112,AVS-NPT,PP 9*12 +,20,145
1/12/2017,7113,VENKATESH VGIRI,CYCLE-BK-10*12,360,7
1/12/2017,7113,VENKATESH VGIRI,CYCLE-BK-10*12,40,7
1/12/2017,7113,VENKATESH VGIRI,BLACK DOG-350ML,100,26
1/12/2017,7113,VENKATESH VGIRI,TIRUMALA-50(16*20),120,26
1/12/2017,7113,VENKATESH VGIRI,BULLET 10*12,400,4.5
1/12/2017,7114,G.VENKAIAH-ATMAKUR,VISHNU 300ML,200,26
1/12/2017,7115,MADHUFANCY,10*12 KRAZY,840,8
1/12/2017,7115,MADHUFANCY,13*16 BK(100)KRISHN,200,16
1/12/2017,7115,MADHUFANCY,TIRUMALA-50(16*20),120,25
1/12/2017,7115,MADHUFANCY,5*6 TRISUL,50,18
1/12/2017,7115,MADHUFANCY,PAPER TEA,150,18.5
1/12/2017,7115,MADHUFANCY,APPLE WATER,100,21
1/12/2017,7115,MADHUFANCY,APPLE 300ML,100,28
1/12/2017,7115,MADHUFANCY,TIRUMALA LEAF(9),1,360
1/12/2017,7116,SSB,ROBO 10*12,800,4.8
1/12/2017,7116,SSB,TIRUMALA-50(13*16),200,14
1/12/2017,7116,SSB,TIRUMALA-50B(10*12),300,8
1/12/2017,7116,SSB,BLACK DOG-350ML,100,26
1/12/2017,7116,SSB,VISHNU 300ML,100,26
1/12/2017,7117,SRINU,HIGH COUNT 16*20 BL,50,145
1/12/2017,7118,KVK,LITE FOAM(1200),3,1680
1/12/2017,7118,KVK,MILAN 4*5 POLY,300,11.25
1/12/2017,7118,KVK,MILAN 4*6 POLY,300,14
1/12/2017,7164,TP13,CLASSIC 250ML,100,24
1/12/2017,7164,TP13,CLASSIC 250ML(100),80,30
1/12/2017,7164,TP13,APPLE WINE,100,23.5
1/12/2017,7164,TP13,VISHNU 300ML,100,26
1/12/2017,7164,TP13,VISHNU 350ML,40,29
1/12/2017,7164,TP13,LOOSE ITEMS,75,1.8
1/12/2017,7164,TP13,HIGH COUNTING BLUE ,5,148
1/12/2017,7164,TP13,RUBBER 100G,2,350
1/12/2017,7164,TP13,50GRAM RUBBER,1,350
1/12/2017,7164,TP13,5 RS RUBBER SHEET,10,170
1/12/2017,7164,TP13,20 *26 BLUE,10,50
1/12/2017,7164,TP13,CLASSIC ENJOY(750),1,1320
1/12/2017,7164,TP13,TIFFIN PLATES-6,100,9
1/12/2017,7164,TP13,CYCLE 13*16 BK KG,25,79
2/4/2017,16,KPR,LITE FOAM(1200),1,1620
2/5/2017,914,BMK-KOTA,BLACK DOG-350ML,100,26
2/5/2017,914,BMK-KOTA,APPLE 300ML,100,28
2/5/2017,914,BMK-KOTA,GARUDA 10*12 BLUE,250,7
2/5/2017,914,BMK-KOTA,CYCLE-BK-10*12,100,7
2/5/2017,914,BMK-KOTA,GARUDA 13*16 BLUE,150,13
2/5/2017,914,BMK-KOTA,NO-00,5,145
2/5/2017,914,BMK-KOTA,TIRUMALA-50(16*20),120,26
2/5/2017,915,B.OBULREDDY,TIFFIN PLATENO-10,100,16
2/5/2017,915,B.OBULREDDY,PAPER TEA,150,18.5
2/5/2017,915,B.OBULREDDY,PAPER TEA,50,18.5
2/5/2017,915,B.OBULREDDY,FANCY IC,70,19
2/5/2017,915,B.OBULREDDY,CLASSIC 300ML,100,25
2/5/2017,916,KRISHNAPATNAM PORT,100LEAF,70,420
2/5/2017,916,KRISHNAPATNAM PORT,SILVER POUCH 8*10,220,180
2/5/2017,916,KRISHNAPATNAM PORT,VAT AMOUNT,1,3450
2/5/2017,917,SANDHYA PLASTICS-PD,DURGA 10*12 BLUE,200,5.5
2/5/2017,917,SANDHYA PLASTICS-PD,13*16 BK(100)KRISHN,20,16
2/5/2017,918,WHITE HORSE,SILVER FOIL ROLL,4,180
2/5/2017,918,WHITE HORSE,TOOTH PICS,2,110
2/5/2017,918,WHITE HORSE,BLACK DOG-350ML,100,26
2/5/2017,918,WHITE HORSE,SPOON BIG CL,30,25
2/5/2017,919,TVS,NO-00,25,148
2/5/2017,920,CHEKKA SUDHAKAR,10*10 TEJA,10,125
2/5/2017,920,CHEKKA SUDHAKAR,10*10 MORE,10,135
2/5/2017,920,CHEKKA SUDHAKAR,10*10 SIVA SHEET,5,140
2/5/2017,921,VKP,SILVER POUCH 9*12,50,90
2/5/2017,921,VKP,BLACK DOG-350ML,100,25.5
2/5/2017,921,VKP,NAPKEEN 2ND,125,9
2/5/2017,921,VKP,CLASSIC 250ML,100,24
2/5/2017,922,SEKHAR MARKET,10*12 SARAS-NAT,300,7.9
2/5/2017,922,SEKHAR MARKET,TIRUMALA-50(13*16),200,13.8
2/5/2017,923,GVS,VISHNU 250ML,300,30
2/5/2017,923,GVS,14 GREEN,2000,1.52
2/5/2017,924,MSR,24*30 COVER,10,80
2/5/2017,924,MSR,10*12 SARAS-BK,600,8.3
2/5/2017,924,MSR,CYCLE-10*12(100)-BL,350,6.8
2/5/2017,925,SVT-KOTA TENKAYALA ,14 GREEN,1000,1.52
2/5/2017,926,KESAVA PROVISIONS,90ML RANGEELA,150,15
2/5/2017,926,KESAVA PROVISIONS,CYCLE-BK-13*16,250,12.5
2/5/2017,926,KESAVA PROVISIONS,100LEAF -SP,7,590
2/5/2017,926,KESAVA PROVISIONS,16*20(100-W),50,28
2/5/2017,926,KESAVA PROVISIONS,TIRUMALA-50(16*20),50,26
2/5/2017,926,KESAVA PROVISIONS,TIRUMALA-50(17*23),10,37
2/5/2017,927,P.RAVI,TIRUMALA-50(13*16),200,14
2/5/2017,927,P.RAVI,N0-5,3,145
2/5/2017,927,P.RAVI,TIRUMALA-50(16*20),50,26
2/5/2017,927,P.RAVI,PAPER TEA-65ML(100),150,27.5
2/5/2017,927,P.RAVI,GARUDA 10*12 BLUE,100,7
2/5/2017,928,RAMAKRISHNA GENERAL,VISHNU 300ML,200,28
2/5/2017,929,V.VENKATESWARLU-KAV,TIRUMALA M.W 13*16,50,100
2/5/2017,929,V.VENKATESWARLU-KAV,TIRML-CL-13*16 KG,50,100
2/5/2017,929,V.VENKATESWARLU-KAV,TIRUMALA M.W 10*12,50,100
2/5/2017,929,V.VENKATESWARLU-KAV,TIRUMALA 16*20 M.W,25,100
2/5/2017,929,V.VENKATESWARLU-KAV,HIGH COUNT 16*20,50,140
2/5/2017,929,V.VENKATESWARLU-KAV,HIGH COUNT 13*16,50,140
